JLPT Level,Grammar,Reading,Meaning,Word Type,Example Sentence JP,Example Sentence EN,breakdown
N5,すぎる,すぎる,too much,Ichidan verb,この本は難しすぎる。,This book is too difficult.,"{""vocabulary"": [{""word"": ""この"", ""reading"": ""kono"", ""meaning"": ""this"", ""role"": ""Demonstrative adjective""}, {""word"": ""本"", ""reading"": ""ほん, hon"", ""meaning"": ""book"", ""role"": ""Noun""}, {""word"": ""難しすぎる"", ""reading"": ""むずかしすぎる, muzukashisugiru"", ""meaning"": ""too difficult"", ""role"": ""Adjective phrase""}], ""grammar"": {""context"": ""The sentence expresses the speaker's opinion that the book in question is excessively difficult for them to understand or read."", ""steps"": [""**Steps**:"", ""**この (kono)**: This word specifies which book is being referred to, indicating that it is close to the speaker."", ""**本 (hon)**: The noun that is the subject of the sentence, which is the book."", ""**は (wa)**: This particle marks \""本\"" as the topic, setting the stage for what is being said about the book."", ""**難しすぎる (muzukashisugiru)**: This phrase combines the adjective \""難しい\"" (difficult) with \""すぎる\"" (too much), indicating that the difficulty level exceeds what is acceptable or manageable.""], ""contribution to meaning"": [""\""この\"" specifies the book being discussed."", ""\""本\"" identifies the subject of the sentence."", ""\""は\"" indicates that the sentence is about the book."", ""\""難しすぎる\"" conveys the speaker's evaluation of the book's difficulty, emphasizing that it is beyond their capability to handle.""]}, ""tips"": [[""Tip"", ""To remember the use of \""すぎる\"" (sugiru), think of it as a way to express excessiveness. You can practice by pairing it with other adjectives to describe things that are \""too\"" something (e.g., \""高すぎる\"" for \""too expensive\"").""], [""Common Mistake"", ""A common mistake is to confuse \""は\"" (wa) with \""が\"" (ga). Remember that \""は\"" marks the topic of the sentence, while \""が\"" marks the subject. In this sentence, \""は\"" is appropriate because we are discussing the book as a topic rather than introducing it as a new subject.""]]}"
N5,たことがある,たことがある,to have done something before,Expression / Grammar,僕を見たことがある？,Have you seen me before?,"{""vocabulary"": [{""word"": ""僕"", ""reading"": ""ぼく"", ""meaning"": ""I\"" or \""me"", ""role"": ""Pronoun, informal, typically used by males""}, {""word"": ""を"", ""reading"": ""を"", ""meaning"": ""particle indicating the direct object"", ""role"": ""Particle""}, {""word"": ""見たこと"", ""reading"": ""みたこと"", ""meaning"": ""the experience of seeing"", ""role"": ""Noun phrase, where 見た is the past form of 見る (to see) and こと indicates an experience""}, {""word"": ""が"", ""reading"": ""が"", ""meaning"": ""subject marker"", ""role"": ""Particle""}, {""word"": ""ある"", ""reading"": ""ある"", ""meaning"": ""to exist\"" or \""to have"", ""role"": ""Verb, used here to indicate experience""}], ""grammar"": {""context"": ""The sentence is asking someone if they have ever seen the speaker before, implying a past experience."", ""steps"": [""**Steps**:"", ""**僕を**: \""I\"" as the direct object of the verb. The particle を indicates that 僕 is what is being seen."", ""**見たこと**: This phrase indicates the experience of having seen. 見た is the past tense of 見る (to see), and こと turns it into a noun phrase that refers to the experience."", ""**がある**: This construction indicates the existence of that experience. In this context, it means \""to have seen\"" or \""to have the experience of seeing.\"""", ""**？**: The question mark indicates that the sentence is a question.""], ""contribution to meaning"": [""僕を tells us who is being referred to (the speaker)."", ""見たこと provides the context of the action (seeing) and indicates that the speaker is asking about the listener's past experience."", ""がある confirms that the speaker is inquiring whether the listener has had this experience."", ""The overall structure forms a question, making it clear that the speaker is seeking confirmation about a past event.""]}, ""tips"": [[""Tip"", ""To remember the use of を as the direct object marker, think of it as pointing to the noun that is receiving the action of the verb. Visualize it as \""what is being acted upon.\""""], [""Common Mistake"", ""A common mistake is confusing the particles を and が. To avoid this, remember that を is used for the direct object of the verb (what is being seen), while が is used to mark the subject or the existence of something. In this sentence, 僕 is the object of the action (seeing), hence the use of を.""]]}"
N5,たい,たい,want to do something,Auxiliary (Grammar),日本に行きたいです。,I want to go to Japan.,"{""vocabulary"": [{""word"": ""日本"", ""reading"": ""にほん"", ""meaning"": ""Japan"", ""role"": ""Noun""}, {""word"": ""行きたい"", ""reading"": ""いきたい"", ""meaning"": ""want to go"", ""role"": ""Verb phrase; 行く (いく) means \""to go\"" and たい (たい) is a suffix that expresses desire""}], ""grammar"": {""context"": ""The sentence expresses a desire to travel to Japan."", ""steps"": [""**Steps**:"", ""**日本 (にほん)**: This is the noun that indicates the destination, which is Japan."", ""**に**: This particle indicates the direction or destination of the action (going)."", ""**行きたい (いきたい)**: This verb phrase combines the verb 行く (いく) meaning \""to go\"" with the suffix たい (たい), which indicates a desire to perform the action. Thus, it translates to \""want to go.\"""", ""**です**: This is a polite ending particle that adds formality to the sentence, making it more polite.""], ""contribution to meaning"": [""**日本** establishes what the speaker wants to go to."", ""**に** clarifies that the action of going is directed towards Japan."", ""**行きたい** conveys the speaker's desire to perform the action of going."", ""**です** adds politeness, making the statement more socially acceptable in conversation.""]}, ""tips"": [[""Tip"", ""To remember the structure of expressing desire in Japanese, think of the verb stem (行く) plus たい. This pattern is common for expressing wants and desires in Japanese.""], [""Common Mistake"", ""A frequent error is omitting the particle に. Some learners might say \""日本行きたいです\"" without the particle, which sounds unnatural. Always remember to include the particle to indicate direction or destination.""]]}"
N5,たり〜たり,たり〜たり,do such things as A and B,Expression / Particle,休みの日は本を読んだり、音楽を聞いたりします。,"On my days off, I do things like read books and listen to music.","{""vocabulary"": [{""word"": ""休みの日"", ""reading"": ""やすみのひ"", ""meaning"": ""day off"", ""role"": ""Noun""}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""topic marker"", ""role"": ""Particle""}, {""word"": ""本"", ""reading"": ""ほん"", ""meaning"": ""book"", ""role"": ""Noun""}, {""word"": ""を"", ""reading"": ""を"", ""meaning"": ""object marker"", ""role"": ""Particle""}, {""word"": ""音楽"", ""reading"": ""おんがく"", ""meaning"": ""music"", ""role"": ""Noun""}, {""word"": ""を"", ""reading"": ""を"", ""meaning"": ""object marker"", ""role"": ""Particle""}], ""grammar"": {""context"": ""The sentence describes activities that the speaker engages in during their days off, indicating a casual and varied routine."", ""steps"": [""**Steps**:"", ""**休みの日は**: This phrase sets the topic of the sentence, indicating that the following actions occur on days off."", ""**本を読んだり、音楽を聞いたり**: This part uses the たり form of verbs to list activities. The たり form is used to express examples of actions."", ""**します**: This is the polite form of the verb する, meaning \""to do.\"" It concludes the sentence by indicating that the speaker engages in the listed activities.""], ""contribution to meaning"": [""The topic marker **は** emphasizes that the sentence is about \""days off.\"""", ""The **を** particles indicate the direct objects of the actions (books and music)."", ""The use of **読んだり** and **聞いたり** suggests that these are not the only activities the speaker does; it implies a variety of actions."", ""The verb **します** indicates that these activities are habitual or regular actions.""]}, ""tips"": [[""Tip"", ""To remember the たり form, think of it as a way to list examples of actions. You can practice by making your own sentences using たり with different verbs.""], [""Common Mistake"", ""A frequent error is omitting the たり form and using just the plain form of the verbs (e.g., 本を読む、音楽を聞く). This changes the meaning from \""doing things like reading and listening\"" to simply stating \""I read books and listen to music.\"" To avoid this, always remember to use the たり form when listing multiple activities.""]]}"
N5,てある,てある,is/has been done (resulting state),Expression / Grammar,予約してある。,I have a reservation.,"{""vocabulary"": [{""word"": ""予約"", ""reading"": ""よやく, yoyaku"", ""meaning"": ""reservation"", ""role"": ""Noun""}], ""grammar"": {""context"": ""The sentence \""予約してある\"" conveys that there is a reservation made in advance, indicating that the speaker has secured a spot or service."", ""steps"": [""**Steps**:"", ""**予約 (yoyaku)**: This noun indicates what is being referred to, which is a reservation."", ""**して (shite)**: This is the te-form of the verb する (suru), meaning \""to do.\"" In this context, it connects the noun (reservation) to the state of being."", ""**ある (aru)**: This verb indicates existence or possession. When used with the te-form, it expresses that the action of making a reservation has been completed and that the reservation exists.""], ""contribution to meaning"": [""The noun \""予約\"" establishes the subject of the sentence."", ""The te-form \""して\"" indicates that the action of making the reservation has been performed."", ""The verb \""ある\"" confirms that the reservation is currently in existence, thus completing the thought that the speaker has a reservation.""]}, ""tips"": [[""Tip"", ""To remember the structure, think of \""予約してある\"" as a way to express that something has been done and is still relevant. The \""して\"" connects the action to the state of existence.""], [""Common Mistake"", ""A frequent error is confusing \""ある\"" with \""いる.\"" Remember that \""ある\"" is used for inanimate objects (like reservations), while \""いる\"" is used for animate objects (like people or animals). Always check if what you are referring to is animate or inanimate to choose the correct verb.""]]}"
N5,ている,ている,ongoing action or current state,Expression / Grammar,今、本を読んでいるところです。,I'm reading a book now.,"{""vocabulary"": [{""word"": ""今"", ""reading"": ""いま"", ""meaning"": ""now"", ""role"": ""Adverb""}, {""word"": ""本"", ""reading"": ""ほん"", ""meaning"": ""book"", ""role"": ""Noun""}, {""word"": ""を"", ""reading"": ""を"", ""meaning"": ""particle marking the direct object"", ""role"": ""Particle""}, {""word"": ""読んでいる"", ""reading"": ""よんでいる"", ""meaning"": ""reading"", ""role"": ""Verb, present continuous form""}, {""word"": ""ところ"", ""reading"": ""ところ"", ""meaning"": ""the state of\"" or \""the point of"", ""role"": ""Noun""}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""is"", ""role"": ""Copula, polite form""}], ""grammar"": {""context"": ""The sentence expresses that the speaker is currently in the process of reading a book at this moment."", ""steps"": [""**Steps**:"", ""**今 (いま)**: Sets the time context as \""now.\"""", ""**本 (ほん)**: Indicates the object of the action, which is \""book.\"""", ""**を (を)**: Marks \""本\"" as the direct object of the verb \""読んでいる.\"""", ""**読んでいる (よんでいる)**: This is the present continuous form of the verb \""読む\"" (to read), indicating an ongoing action."", ""**ところ (ところ)**: This noun indicates the current state or situation of the action."", ""**です (です)**: A polite ending that confirms the statement.""], ""contribution to meaning"": [""The adverb \""今\"" emphasizes that the action is happening at the present moment."", ""The noun \""本\"" and the particle \""を\"" clarify what is being read."", ""The verb \""読んでいる\"" conveys the ongoing action of reading."", ""\""ところ\"" adds nuance, indicating that the speaker is in the midst of the action."", ""\""です\"" provides politeness and finality to the statement.""]}, ""tips"": [[""Tip"", ""To remember the structure of the sentence, think of it as \""Time + Object + Action + State.\"" This can help you visualize how to construct similar sentences.""], [""Common Mistake"", ""A common mistake is omitting the particle \""を\"" when indicating the direct object. Always remember that in Japanese, particles are crucial for showing the relationship between words in a sentence. To avoid this, practice identifying the subject, object, and verb in simple sentences.""]]}"
N5,てから,てから,after doing~,Expression / Grammar,食べてから寝たよ。,"After we ate, we went to sleep.","{""vocabulary"": [{""word"": ""食べて"", ""reading"": ""たべて, tabete"", ""meaning"": ""eating"", ""role"": ""Verb, te-form of 食べる (たべる, taberu) meaning \""to eat\""""}, {""word"": ""から"", ""reading"": ""kara"", ""meaning"": ""after"", ""role"": ""Particle indicating a point in time or reason""}, {""word"": ""寝た"", ""reading"": ""ねた, neta"", ""meaning"": ""slept"", ""role"": ""Verb, past tense of 寝る (ねる, neru) meaning \""to sleep\""""}, {""word"": ""よ"", ""reading"": ""yo"", ""meaning"": ""you know"", ""role"": ""Sentence-ending particle used for emphasis or to convey new information""}], ""grammar"": {""context"": ""The sentence conveys that after the action of eating was completed, the speaker went to sleep. It indicates a sequence of events."", ""steps"": [""**Steps**:"", ""**食べて (tabete)**: This is the te-form of the verb 食べる (taberu), which is used to connect actions or indicate a sequence."", ""**から (kara)**: This particle indicates that the action following it (寝た) occurs after the action before it (食べて)."", ""**寝た (neta)**: This is the past tense of the verb 寝る (neru), indicating that the action of sleeping has already occurred."", ""**よ (yo)**: This particle adds emphasis, suggesting that the speaker is sharing this information with the listener, possibly to highlight that it is noteworthy.""], ""contribution to meaning"": [""The te-form (食べて) allows for the connection of the two actions (eating and sleeping)."", ""The particle から clearly establishes the temporal relationship, indicating that sleeping happened after eating."", ""The past tense (寝た) confirms that the action of sleeping is completed."", ""The particle よ adds a conversational tone, making the statement feel more engaging and informative.""]}, ""tips"": [[""Tip"", ""To remember the use of the te-form, think of it as a way to \""link\"" actions together. It’s like saying \""and then\"" in English.""], [""Common Mistake"", ""A common mistake is to confuse the order of actions. Remember that the te-form verb (食べて) always comes first, followed by から, and then the next action in past tense (寝た). To avoid this, practice constructing sentences with different verbs to reinforce the correct sequence.""]]}"
N5,てください,てください,please do,Expression / Grammar,入ってください！,Come in.,"{""vocabulary"": [{""word"": ""入ってください"", ""reading"": ""はいってください"", ""meaning"": ""Please come in."", ""role"": ""Phrase""}, {""word"": ""入って"", ""reading"": ""はいって"", ""meaning"": ""come in"", ""role"": ""Verb, te-form of 入る (はいる)""}, {""word"": ""ください"", ""reading"": ""ください"", ""meaning"": ""please"", ""role"": ""Polite request form""}], ""grammar"": {""context"": ""The sentence is a polite request inviting someone to enter a place, such as a room or a building."", ""steps"": [""**Steps**:"", ""**入る (はいる)**: This is the base verb meaning \""to enter.\"""", ""**Te-form (入って)**: The te-form of a verb is used to connect actions or to make requests. Here, it is used to soften the command and make it polite."", ""**ください (ください)**: This is a polite expression used to make requests. When attached to the te-form of a verb, it turns the command into a polite request.""], ""contribution to meaning"": [""The use of the te-form (入って) indicates an action that is being requested."", ""Adding ください makes the request polite, which is important in Japanese culture when addressing others.""]}, ""tips"": [[""Tip"", ""To remember the te-form, practice conjugating different verbs into their te-forms. This will help you become familiar with how to make polite requests.""], [""Common Mistake"", ""A common mistake is to use the plain form of the verb (入る) instead of the te-form (入って) when making a request. To avoid this, always remember to convert the verb to its te-form before adding ください for politeness.""]]}"
N5,てはいけない,てはいけない,must not; may not; cannot,Expression / Grammar,笑ってはいけません。,You must not laugh.,"{""vocabulary"": [{""word"": ""笑って"", ""reading"": ""わらって"", ""meaning"": ""laughing"", ""role"": ""Verb, te-form of 笑う (わらう)""}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""as for"", ""role"": ""Particle, topic marker""}, {""word"": ""いけません"", ""reading"": ""いけません"", ""meaning"": ""must not"", ""role"": ""Verb, negative form of 行ける (いける), which means \""to go\"" or \""to be allowed\""""}], ""grammar"": {""context"": ""The sentence \""笑ってはいけません\"" translates to \""You must not laugh.\"" It expresses a prohibition against laughing in a certain situation."", ""steps"": [""**Steps**:"", ""**笑って**: This is the te-form of the verb 笑う (to laugh). The te-form is often used to connect verbs with other phrases or to express requests or commands."", ""**は**: This particle marks the topic of the sentence. In this case, it emphasizes the action of laughing."", ""**いけません**: This is the negative form of the verb 行ける (to be able to go). When combined with the te-form, it expresses that the action (laughing) is not permitted.""], ""contribution to meaning"": [""The te-form **笑って** indicates the action of laughing."", ""The topic marker **は** highlights that the focus is on the action of laughing."", ""The phrase **いけません** conveys the prohibition, meaning that the action of laughing is not allowed.""]}, ""tips"": [[""Tip"", ""To remember the structure, think of the te-form as a way to connect actions to their consequences. In this case, \""laughing\"" leads to the consequence of \""not being allowed.\""""], [""Common Mistake"", ""A common mistake is to confuse the negative form with the affirmative. Beginners might say \""笑ってもいいです\"" (You may laugh) instead of \""笑ってはいけません.\"" To avoid this, remember that \""はいけません\"" specifically indicates prohibition, while \""もいいです\"" indicates permission.""]]}"
N5,てもいいです,てもいいです,is OK to..; is alright to..; may I..?,Expression / Grammar,寝てもいいですか。,May I go to bed?,"{""vocabulary"": [{""word"": ""寝ても"", ""reading"": ""ねても, netemo"", ""meaning"": ""even if (I) sleep"", ""role"": ""Verb, conditional form of 寝る (ねる, neru) meaning \""to sleep\""""}, {""word"": ""いい"", ""reading"": ""いい, ii"", ""meaning"": ""good"", ""role"": ""Adjective, used here to express permission""}, {""word"": ""ですか"", ""reading"": ""ですか, desu ka"", ""meaning"": ""is it?"", ""role"": ""Sentence-ending particle, used to form a question""}], ""grammar"": {""context"": ""The sentence is asking for permission to go to bed, implying that the speaker is checking if it is acceptable to sleep now."", ""steps"": [""**Steps**:"", ""**寝ても (netemo)**: This is the conditional form of the verb 寝る (neru). The \""ても\"" (temo) ending indicates a condition or situation, meaning \""even if (I) sleep.\"""", ""**いい (ii)**: This adjective means \""good\"" and is used here to express that something is permissible. In this context, it translates to \""is it okay\"" or \""is it good.\"""", ""**ですか (desu ka)**: This is a polite way to turn a statement into a question. The \""です\"" (desu) adds politeness, and \""か\"" (ka) indicates that it is a question.""], ""contribution to meaning"": [""The conditional form \""寝ても\"" sets up the scenario of sleeping."", ""\""いい\"" expresses the desire for permission regarding that action."", ""\""ですか\"" transforms the statement into a polite inquiry, making it clear that the speaker is asking for permission.""]}, ""tips"": [[""Tip"", ""To remember the structure of asking for permission, think of \""いいですか\"" as a polite way to say \""Is it good (to do this)?\"" This can help you recall that you are asking if something is acceptable.""], [""Common Mistake"", ""A common mistake is to confuse \""寝てもいいですか\"" with \""寝ていいですか\"" (netei desu ka). While both can be used to ask for permission, \""寝てもいいですか\"" emphasizes the conditional aspect (even if I sleep), which is more polite and nuanced. To avoid this, remember that \""ても\"" adds a layer of politeness and consideration for the listener's response.""]]}"
N5,と,と,and; with; as; connecting particle,Particle,田中さんと行きます。,I'll go with Tanaka.,"{""vocabulary"": [{""word"": ""田中さん"", ""reading"": ""たなかさん"", ""meaning"": ""Mr./Ms. Tanaka"", ""role"": ""Noun, proper name""}, {""word"": ""と"", ""reading"": ""と"", ""meaning"": ""with"", ""role"": ""Particle, conjunction""}, {""word"": ""行きます"", ""reading"": ""いきます"", ""meaning"": ""will go"", ""role"": ""Verb, polite form of 行く (いく)""}], ""grammar"": {""context"": ""The sentence expresses the speaker's intention to go somewhere together with Tanaka."", ""steps"": [""**Steps**:"", ""**田中さん (たなかさん)**: This is the name of the person the speaker is referring to, indicating who they will go with."", ""**と (と)**: This particle is used to indicate companionship or association. In this case, it connects the speaker with Tanaka, showing that they will go together."", ""**行きます (いきます)**: This is the polite present/future tense form of the verb 行く (いく), which means \""to go.\"" The use of 行きます indicates a polite intention or action.""], ""contribution to meaning"": [""The noun 田中さん identifies the companion."", ""The particle と clarifies the relationship between the speaker and Tanaka, indicating they will be going together."", ""The verb 行きます conveys the action of going, establishing the future intention of the speaker.""]}, ""tips"": [[""Tip"", ""To remember the particle と, think of it as a \""together\"" marker. Whenever you want to express doing something with someone, you can use と to connect their names.""], [""Common Mistake"", ""A frequent error is omitting the particle と when trying to express companionship. For example, saying \""田中さん行きます\"" would be incorrect. Always remember to include と to indicate that you are going with someone.""]]}"
N5,とき,とき,when; at this time,Noun,宿題をするとき、音楽を聞きます。,"When I do my homework, I listen to music.","{""vocabulary"": [{""word"": ""宿題"", ""reading"": ""しゅくだい"", ""meaning"": ""homework"", ""role"": ""Noun""}, {""word"": ""する"", ""reading"": ""する"", ""meaning"": ""to do"", ""role"": ""Verb""}, {""word"": ""とき"", ""reading"": ""とき"", ""meaning"": ""when"", ""role"": ""Noun""}, {""word"": ""音楽"", ""reading"": ""おんがく"", ""meaning"": ""music"", ""role"": ""Noun""}, {""word"": ""聞きます"", ""reading"": ""ききます"", ""meaning"": ""to listen"", ""role"": ""Verb, polite form""}], ""grammar"": {""context"": ""The sentence expresses a habitual action that occurs when the speaker is doing their homework, specifically that they listen to music during this time."", ""steps"": [""**Steps**:"", ""**宿題をする**: \""to do homework\"" - Here, 宿題 is the object of the verb する, indicating what is being done."", ""**とき**: This noun indicates the time or condition under which the action occurs, linking the action of doing homework to the action of listening to music."", ""**音楽を聞きます**: \""to listen to music\"" - 音楽 is the object of the verb 聞きます, indicating what is being listened to.""], ""contribution to meaning"": [""The use of **を** after 宿題 and 音楽 indicates that both are direct objects of their respective verbs (する and 聞きます)."", ""**とき** connects the two actions, establishing a temporal relationship that clarifies when the listening occurs (during homework)."", ""The polite form **聞きます** adds a level of formality to the sentence, which is common in everyday conversation.""]}, ""tips"": [[""Tip"", ""To remember the use of **とき**, think of it as a marker for \""when\"" in English. It helps to visualize the actions happening in sequence: \""When I do my homework, I listen to music.\""""], [""Common Mistake"", ""A frequent error is omitting the particle **を** when indicating the direct object. For example, saying \""宿題する音楽を聞きます\"" instead of \""宿題をする時、音楽を聞きます.\"" To avoid this, always check if you have marked your direct objects correctly with **を**.""]]}"
N5,とても,とても,very; awfully; exceedingly,Adverb (fukushi),とても高い。,It's very high.,"{""vocabulary"": [{""word"": ""とても"", ""reading"": ""totemo"", ""meaning"": ""very"", ""role"": ""Adverb""}, {""word"": ""高い"", ""reading"": ""takai"", ""meaning"": ""high"", ""role"": ""Adjective""}], ""grammar"": {""context"": ""The sentence \""とても高い\"" expresses that something has a high degree of height or value, emphasizing that it is significantly high."", ""steps"": [""**Steps**:"", ""**とても (totemo)**: This is an adverb used to modify adjectives, indicating a high degree or intensity."", ""**高い (takai)**: This is an i-adjective meaning \""high.\"" In Japanese, adjectives can stand alone to describe nouns or can be used in sentences to express states or qualities.""], ""contribution to meaning"": [""The adverb **とても** intensifies the adjective **高い**, indicating that the height is not just high, but \""very high.\"" This combination conveys a stronger impression of the quality being described.""]}, ""tips"": [[""Tip"", ""To remember the use of **とても** with adjectives, think of it as a way to \""boost\"" the meaning of the adjective, similar to how \""very\"" works in English.""], [""Common Mistake"", ""A common mistake is to use **とても** with nouns. Remember that **とても** is specifically used to modify adjectives. For example, saying \""とても山\"" (totemo yama) is incorrect; instead, you should say \""高い山\"" (takai yama) for \""a high mountain.\""""]]}"
N5,つもり,つもり,plan to ~; intend to ~,Noun,何するつもり？,What do you intend to do?,"{""vocabulary"": [{""word"": ""何"", ""reading"": ""なに"", ""meaning"": ""What"", ""role"": ""Interrogative pronoun""}, {""word"": ""する"", ""reading"": ""する"", ""meaning"": ""To do"", ""role"": ""Verb""}, {""word"": ""つもり"", ""reading"": ""つもり"", ""meaning"": ""Intention"", ""role"": ""Noun""}], ""grammar"": {""context"": ""The sentence \""何するつもり？\"" is a casual way to ask someone about their intentions or plans regarding an action. It can be used in various situations, such as planning an outing or discussing future activities."", ""steps"": [""**Steps**:"", ""**何 (なに)**: This is the question word meaning \""what.\"" It is used to inquire about something."", ""**する (する)**: This is the verb meaning \""to do.\"" It is in its dictionary form, which is commonly used in casual conversation."", ""**つもり (つもり)**: This noun means \""intention\"" or \""plan.\"" When combined with a verb, it expresses the speaker's intention to perform that action.""], ""contribution to meaning"": [""The use of **何** sets the question context, indicating that the speaker is asking for information."", ""The verb **する** indicates the action that the speaker is inquiring about."", ""The noun **つもり** clarifies that the question is about the intention behind the action, making the sentence specifically ask about what the listener plans to do.""]}, ""tips"": [[""Tip"", ""To remember the structure, think of \""何\"" as the question opener, \""する\"" as the action, and \""つもり\"" as the intention. This can help you form similar questions in the future.""], [""Common Mistake"", ""A common mistake is to forget to use **つもり** when asking about intentions. Some learners might simply say \""何する？\"" which translates to \""What will you do?\"" but lacks the nuance of intention. To avoid this, always remember to include **つもり** when you want to emphasize plans or intentions.""]]}"
N5,は,は,topic marker,Particle,私は学生です。,I am a student.,"{""vocabulary"": [{""word"": ""私"", ""reading"": ""わたし"", ""meaning"": ""I"", ""role"": ""Pronoun""}, {""word"": ""学生"", ""reading"": ""がくせい"", ""meaning"": ""student"", ""role"": ""Noun""}], ""grammar"": {""context"": ""The sentence \""私は学生です\"" translates to \""I am a student,\"" indicating the speaker's identity or role."", ""steps"": [""**Steps**:"", ""**私 (わたし)**: This is the first-person pronoun meaning \""I.\"" It indicates who is speaking."", ""**は (は)**: This particle marks the topic of the sentence. It tells us that the sentence is about \""私\"" (I)."", ""**学生 (がくせい)**: This noun means \""student.\"" It is the subject being described."", ""**です (です)**: This is a polite copula used to link the subject with the predicate. It adds politeness to the statement.""], ""contribution to meaning"": [""The pronoun \""私\"" specifies the speaker."", ""The particle \""は\"" indicates that the speaker is the topic of the sentence."", ""The noun \""学生\"" provides the information about the speaker's identity."", ""The copula \""です\"" completes the sentence by affirming the statement in a polite manner.""]}, ""tips"": [[""Tip"", ""Remember that \""は\"" (wa) is used to mark the topic of the sentence, not the subject. This is a common point of confusion for beginners.""], [""Common Mistake"", ""A frequent error is to omit the particle \""は\"" or confuse it with \""が\"" (ga). To avoid this, remember that \""は\"" is used to introduce or emphasize the topic, while \""が\"" is used to indicate the subject of a verb or to introduce new information.""]]}"
N5,は〜より・・・です,は〜より・・・です,[A] is more ~ than [B],Expression / Grammar,犬は猫より大きいです。,Dogs are bigger than cats.,"{""vocabulary"": [{""word"": ""犬"", ""reading"": ""いぬ"", ""meaning"": ""Dog"", ""role"": ""Noun""}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""Topic marker"", ""role"": ""Particle""}, {""word"": ""猫"", ""reading"": ""ねこ"", ""meaning"": ""Cat"", ""role"": ""Noun""}, {""word"": ""より"", ""reading"": ""より"", ""meaning"": ""Than"", ""role"": ""Particle""}, {""word"": ""大きい"", ""reading"": ""おおきい"", ""meaning"": ""Big"", ""role"": ""Adjective""}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""Is"", ""role"": ""Copula""}], ""grammar"": {""context"": ""The sentence compares the size of dogs and cats, stating that dogs are bigger than cats."", ""steps"": [""**Steps**:"", ""**犬は**: \""犬\"" (dog) is the topic of the sentence, marked by the particle \""は\""."", ""**猫より**: \""猫\"" (cat) is being compared to \""犬\"" (dog) using the particle \""より\"", indicating that the comparison is being made."", ""**大きいです**: \""大きい\"" (big) is the adjective describing the size of the dog, and \""です\"" is the polite ending of the sentence.""], ""contribution to meaning"": [""The topic marker \""は\"" indicates that the sentence is about dogs."", ""The comparative particle \""より\"" establishes a relationship between dogs and cats, specifically that dogs are larger."", ""The adjective \""大きい\"" describes the size of the dogs, and \""です\"" adds politeness to the statement.""]}, ""tips"": [[""Tip"", ""Remember that \""は\"" marks the topic of the sentence, while \""より\"" is used for comparisons. Associating \""より\"" with \""than\"" can help you recall its function.""], [""Common Mistake"", ""A frequent error is to confuse \""より\"" with \""と\"" (and). \""より\"" is specifically for comparisons, while \""と\"" is used to list items or connect nouns. To avoid this mistake, practice identifying when you are making a comparison versus simply listing items.""]]}"
N5,はどうですか,はどうですか,how about; how is,Expression / Grammar,この映画はどうですか。,How about this movie?,"{""vocabulary"": [{""word"": ""この"", ""reading"": ""kono"", ""meaning"": ""this"", ""role"": ""Demonstrative adjective""}, {""word"": ""映画"", ""reading"": ""えいが, eiga"", ""meaning"": ""movie"", ""role"": ""Noun""}, {""word"": ""は"", ""reading"": ""wa"", ""meaning"": ""topic marker"", ""role"": ""Particle""}, {""word"": ""どう"", ""reading"": ""dou"", ""meaning"": ""how"", ""role"": ""Adverb""}, {""word"": ""です"", ""reading"": ""desu"", ""meaning"": ""is"", ""role"": ""Copula""}, {""word"": ""か"", ""reading"": ""ka"", ""meaning"": ""question marker"", ""role"": ""Particle""}], ""grammar"": {""context"": ""The sentence is asking for an opinion about a specific movie, implying a request for feedback or evaluation."", ""steps"": [""**Steps**:"", ""**この (kono)**: This word specifies which movie is being referred to, indicating that it is something close to the speaker."", ""**映画 (えいが, eiga)**: This is the noun that the sentence is centered around, which is \""movie.\"""", ""**は (wa)**: This particle marks \""映画\"" as the topic of the sentence, indicating that the speaker is talking about this movie."", ""**どう (dou)**: This adverb is used to inquire about the state or quality of something, in this case, the movie."", ""**です (desu)**: This is a polite ending that functions as the copula, linking the subject to the predicate."", ""**か (ka)**: This particle indicates that the sentence is a question.""], ""contribution to meaning"": [""\""この映画\"" establishes the subject of the conversation."", ""\""は\"" indicates that the speaker is focusing on this particular movie."", ""\""どう\"" asks for an evaluation or opinion."", ""\""です\"" adds politeness to the inquiry."", ""\""か\"" signals that the speaker is seeking a response.""]}, ""tips"": [[""Tip"", ""Remember that \""この\"" is used for things that are close to you, while \""その\"" is for things that are close to the listener, and \""あの\"" is for things that are far from both.""], [""Common Mistake"", ""Beginners often forget to use the topic marker \""は\"" or confuse it with the subject marker \""が.\"" To avoid this, remember that \""は\"" sets the topic of the conversation, while \""が\"" introduces new information. In this sentence, \""は\"" is appropriate because the movie is already known in the context of the conversation.""]]}"
